read_name,chrom,start,end,strand,gff_start,gff_end,gff_strand,product,overlap_bp,sample
40_YCZ4B8_2,NC_014532.2,3035622,3036317,-,3034584,3036044,+,M48 family metalloprotease,422,YCZ4B8_2_m.S.00171.overlaps
40_YCZ4B8_2,NC_014532.2,3035622,3036317,-,3036128,3038563,-,endopeptidase La,190,YCZ4B8_2_m.S.00171.overlaps
72_YCZ4B8_2,NC_014532.2,3077762,3078561,+,3077595,3078392,-,hypothetical protein,630,YCZ4B8_2_m.S.00171.overlaps
72_YCZ4B8_2,NC_014532.2,3077762,3078561,+,3078438,3079166,-,C39 family peptidase,124,YCZ4B8_2_m.S.00171.overlaps
50_YCZ4B8_2,NC_014532.2,3214882,3215284,-,3214597,3215778,-,efflux RND transporter periplasmic adaptor subunit,402,YCZ4B8_2_m.S.00171.overlaps
50_YCZ4B8_2,NC_014532.2,3215340,3215561,-,3214597,3215778,-,efflux RND transporter periplasmic adaptor subunit,221,YCZ4B8_2_m.S.00171.overlaps
73_YCZ4B8_2,NC_014532.2,3413074,3413493,-,3412812,3413342,-,TIGR02281 family clan AA aspartic protease,268,YCZ4B8_2_m.S.00171.overlaps
73_YCZ4B8_2,NC_014532.2,3413074,3413493,-,3413458,3414069,+,flavin reductase family protein,36,YCZ4B8_2_m.S.00171.overlaps
81_YCZ4B8_2,NC_014532.2,3540304,3541653,-,3539623,3540351,+,metal ABC transporter ATP-binding protein,47,YCZ4B8_2_m.S.00171.overlaps
81_YCZ4B8_2,NC_014532.2,3540304,3541653,-,3540348,3541163,+,metal ABC transporter permease,816,YCZ4B8_2_m.S.00171.overlaps
81_YCZ4B8_2,NC_014532.2,3540304,3541653,-,3541327,3542100,-,imidazole glycerol phosphate synthase subunit HisF,327,YCZ4B8_2_m.S.00171.overlaps
54_YCZ4B8_2,NC_014532.2,3557109,3557502,+,3555571,3557484,+,ParB family protein,375,YCZ4B8_2_m.S.00171.overlaps
54_YCZ4B8_2,NC_014532.2,3557109,3557502,+,3557481,3558128,+,DUF2857 domain-containing protein,22,YCZ4B8_2_m.S.00171.overlaps
22_YCZ4B8_2,NC_014532.2,3559911,3560201,-,3559487,3559987,+,hypothetical protein,76,YCZ4B8_2_m.S.00171.overlaps
22_YCZ4B8_2,NC_014532.2,3559911,3560201,-,3560108,3560932,+,PFL_4669 family integrating conjugative element protein,94,YCZ4B8_2_m.S.00171.overlaps
82_YCZ4B8_2,NC_014532.2,3564041,3564487,+,3564271,3564798,+,single-stranded DNA-binding protein,217,YCZ4B8_2_m.S.00171.overlaps
104_YCZ4B8_2,NC_014532.2,3680898,3681451,-,3680722,3681915,-,MFS transporter,553,YCZ4B8_2_m.S.00171.overlaps
20_YCZ4B8_2,NC_014532.2,3709324,3709669,-,3709120,3709869,+,ABC transporter ATP-binding protein,345,YCZ4B8_2_m.S.00171.overlaps
16_YCZ4B8_2,NC_014532.2,3756524,3756973,+,3756536,3756721,+,hypothetical protein,186,YCZ4B8_2_m.S.00171.overlaps
16_YCZ4B8_2,NC_014532.2,3756524,3756973,+,3756718,3756975,+,hypothetical protein,256,YCZ4B8_2_m.S.00171.overlaps
16_YCZ4B8_2,NC_014532.2,3756524,3756973,+,3756972,3757313,+,hypothetical protein,2,YCZ4B8_2_m.S.00171.overlaps
109_YCZ4B8_2,NC_014532.2,3965555,3965800,-,3964773,3966830,-,DNA helicase Rep,245,YCZ4B8_2_m.S.00171.overlaps
89_YCZ4B8_2,NC_014532.2,4006069,4006576,+,4005119,4006669,-,phosphate ABC transporter permease PstA,507,YCZ4B8_2_m.S.00171.overlaps
83_YCZ4B8_2,NC_014532.2,4030918,4031171,-,4030652,4031719,+,HlyD family secretion protein,253,YCZ4B8_2_m.S.00171.overlaps
8_YCZ4B8_8,NC_014532.2,666087,669929,+,665042,666619,-,bifunctional GNAT family N-acetyltransferase/carbon-nitrogen hydrolase family protein,532,YCZ4B8_8_m.S.00195.overlaps
8_YCZ4B8_8,NC_014532.2,666087,669929,+,666690,667610,-,DMT family transporter,921,YCZ4B8_8_m.S.00195.overlaps
8_YCZ4B8_8,NC_014532.2,666087,669929,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
8_YCZ4B8_8,NC_014532.2,666087,669929,+,669563,671095,-,choline-sulfatase,367,YCZ4B8_8_m.S.00195.overlaps
0_YCZ4B8_8,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
0_YCZ4B8_8,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
6_YCZ4B8_8,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
6_YCZ4B8_8,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
13_YCZ4B8_8,NC_014532.2,667101,667417,+,666690,667610,-,DMT family transporter,316,YCZ4B8_8_m.S.00195.overlaps
26_YCZ4B8_8,NC_014532.2,667101,668431,+,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
26_YCZ4B8_8,NC_014532.2,667101,668431,+,667718,669367,-,BCCT family transporter,714,YCZ4B8_8_m.S.00195.overlaps
28_YCZ4B8_8,NC_014532.2,667101,667477,+,666690,667610,-,DMT family transporter,376,YCZ4B8_8_m.S.00195.overlaps
30_YCZ4B8_8,NC_014532.2,667101,669051,+,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
30_YCZ4B8_8,NC_014532.2,667101,669051,+,667718,669367,-,BCCT family transporter,1334,YCZ4B8_8_m.S.00195.overlaps
31_YCZ4B8_8,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
31_YCZ4B8_8,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
2_YCZ4B8_8,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
2_YCZ4B8_8,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
5_YCZ4B8_8,NC_014532.2,667101,669536,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
5_YCZ4B8_8,NC_014532.2,667101,669536,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
10_YCZ4B8_8,NC_014532.2,667101,667629,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
12_YCZ4B8_8,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
12_YCZ4B8_8,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
15_YCZ4B8_8,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
15_YCZ4B8_8,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
17_YCZ4B8_8,NC_014532.2,667101,667600,-,666690,667610,-,DMT family transporter,499,YCZ4B8_8_m.S.00195.overlaps
20_YCZ4B8_8,NC_014532.2,667101,668421,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
20_YCZ4B8_8,NC_014532.2,667101,668421,-,667718,669367,-,BCCT family transporter,704,YCZ4B8_8_m.S.00195.overlaps
21_YCZ4B8_8,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
21_YCZ4B8_8,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
25_YCZ4B8_8,NC_014532.2,667101,669525,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
25_YCZ4B8_8,NC_014532.2,667101,669525,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
32_YCZ4B8_8,NC_014532.2,667101,667468,-,666690,667610,-,DMT family transporter,367,YCZ4B8_8_m.S.00195.overlaps
33_YCZ4B8_8,NC_014532.2,667101,667643,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
36_YCZ4B8_8,NC_014532.2,667101,669521,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
36_YCZ4B8_8,NC_014532.2,667101,669521,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
37_YCZ4B8_8,NC_014532.2,667101,669163,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
37_YCZ4B8_8,NC_014532.2,667101,669163,-,667718,669367,-,BCCT family transporter,1446,YCZ4B8_8_m.S.00195.overlaps
27_YCZ4B8_8,NC_014532.2,667103,669543,+,666690,667610,-,DMT family transporter,507,YCZ4B8_8_m.S.00195.overlaps
27_YCZ4B8_8,NC_014532.2,667103,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
34_YCZ4B8_8,NC_014532.2,667112,669543,+,666690,667610,-,DMT family transporter,498,YCZ4B8_8_m.S.00195.overlaps
34_YCZ4B8_8,NC_014532.2,667112,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
14_YCZ4B8_8,NC_014532.2,667118,668946,+,666690,667610,-,DMT family transporter,492,YCZ4B8_8_m.S.00195.overlaps
14_YCZ4B8_8,NC_014532.2,667118,668946,+,667718,669367,-,BCCT family transporter,1229,YCZ4B8_8_m.S.00195.overlaps
18_YCZ4B8_8,NC_014532.2,667118,667633,+,666690,667610,-,DMT family transporter,492,YCZ4B8_8_m.S.00195.overlaps
19_YCZ4B8_8,NC_014532.2,667127,669518,-,666690,667610,-,DMT family transporter,483,YCZ4B8_8_m.S.00195.overlaps
19_YCZ4B8_8,NC_014532.2,667127,669518,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
23_YCZ4B8_8,NC_014532.2,667128,668037,-,666690,667610,-,DMT family transporter,482,YCZ4B8_8_m.S.00195.overlaps
23_YCZ4B8_8,NC_014532.2,667128,668037,-,667718,669367,-,BCCT family transporter,320,YCZ4B8_8_m.S.00195.overlaps
13_YCZ4B8_8,NC_014532.2,667439,668361,+,666690,667610,-,DMT family transporter,171,YCZ4B8_8_m.S.00195.overlaps
13_YCZ4B8_8,NC_014532.2,667439,668361,+,667718,669367,-,BCCT family transporter,644,YCZ4B8_8_m.S.00195.overlaps
28_YCZ4B8_8,NC_014532.2,667489,669543,+,666690,667610,-,DMT family transporter,121,YCZ4B8_8_m.S.00195.overlaps
28_YCZ4B8_8,NC_014532.2,667489,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
29_YCZ4B8_8,NC_014532.2,667551,668424,-,666690,667610,-,DMT family transporter,59,YCZ4B8_8_m.S.00195.overlaps
29_YCZ4B8_8,NC_014532.2,667551,668424,-,667718,669367,-,BCCT family transporter,707,YCZ4B8_8_m.S.00195.overlaps
17_YCZ4B8_8,NC_014532.2,667639,668421,-,667718,669367,-,BCCT family transporter,704,YCZ4B8_8_m.S.00195.overlaps
1_YCZ4B8_8,NC_014532.2,667668,667980,+,667718,669367,-,BCCT family transporter,263,YCZ4B8_8_m.S.00195.overlaps
18_YCZ4B8_8,NC_014532.2,667708,668611,+,667718,669367,-,BCCT family transporter,894,YCZ4B8_8_m.S.00195.overlaps
33_YCZ4B8_8,NC_014532.2,667921,669543,-,667718,669367,-,BCCT family transporter,1446,YCZ4B8_8_m.S.00195.overlaps
10_YCZ4B8_8,NC_014532.2,667987,669515,-,667718,669367,-,BCCT family transporter,1380,YCZ4B8_8_m.S.00195.overlaps
1_YCZ4B8_8,NC_014532.2,668027,668370,+,667718,669367,-,BCCT family transporter,343,YCZ4B8_8_m.S.00195.overlaps
4_YCZ4B8_8,NC_014532.2,668028,669231,+,667718,669367,-,BCCT family transporter,1203,YCZ4B8_8_m.S.00195.overlaps
23_YCZ4B8_8,NC_014532.2,668224,669543,-,667718,669367,-,BCCT family transporter,1143,YCZ4B8_8_m.S.00195.overlaps
1_YCZ4B8_8,NC_014532.2,668395,669469,+,667718,669367,-,BCCT family transporter,972,YCZ4B8_8_m.S.00195.overlaps
13_YCZ4B8_8,NC_014532.2,668410,669543,+,667718,669367,-,BCCT family transporter,957,YCZ4B8_8_m.S.00195.overlaps
20_YCZ4B8_8,NC_014532.2,668446,669544,-,667718,669367,-,BCCT family transporter,921,YCZ4B8_8_m.S.00195.overlaps
32_YCZ4B8_8,NC_014532.2,668447,669113,-,667718,669367,-,BCCT family transporter,666,YCZ4B8_8_m.S.00195.overlaps
29_YCZ4B8_8,NC_014532.2,668449,669269,-,667718,669367,-,BCCT family transporter,820,YCZ4B8_8_m.S.00195.overlaps
26_YCZ4B8_8,NC_014532.2,668450,669543,+,667718,669367,-,BCCT family transporter,917,YCZ4B8_8_m.S.00195.overlaps
17_YCZ4B8_8,NC_014532.2,668483,669543,-,667718,669367,-,BCCT family transporter,884,YCZ4B8_8_m.S.00195.overlaps
18_YCZ4B8_8,NC_014532.2,668710,669543,+,667718,669367,-,BCCT family transporter,657,YCZ4B8_8_m.S.00195.overlaps
14_YCZ4B8_8,NC_014532.2,668977,669541,+,667718,669367,-,BCCT family transporter,390,YCZ4B8_8_m.S.00195.overlaps
3_YCZ4B8_8,NC_014532.2,669057,669543,-,667718,669367,-,BCCT family transporter,310,YCZ4B8_8_m.S.00195.overlaps
30_YCZ4B8_8,NC_014532.2,669116,669543,+,667718,669367,-,BCCT family transporter,251,YCZ4B8_8_m.S.00195.overlaps
32_YCZ4B8_8,NC_014532.2,669218,669543,-,667718,669367,-,BCCT family transporter,149,YCZ4B8_8_m.S.00195.overlaps
37_YCZ4B8_8,NC_014532.2,669218,669543,-,667718,669367,-,BCCT family transporter,149,YCZ4B8_8_m.S.00195.overlaps
24_YCZ4B8_8,NC_014532.2,1607899,1608394,+,1606560,1608560,+,capsular polysaccharide biosynthesis protein,495,YCZ4B8_8_m.S.00195.overlaps
0_YCZ4B8_11,NC_014532.2,667101,667428,+,666690,667610,-,DMT family transporter,327,YCZ4B8_11_m.S.00207.overlaps
6_YCZ4B8_11,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_11_m.S.00207.overlaps
6_YCZ4B8_11,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
7_YCZ4B8_11,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_11_m.S.00207.overlaps
7_YCZ4B8_11,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
8_YCZ4B8_11,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_11_m.S.00207.overlaps
8_YCZ4B8_11,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
2_YCZ4B8_11,NC_014532.2,667101,669049,-,666690,667610,-,DMT family transporter,509,YCZ4B8_11_m.S.00207.overlaps
2_YCZ4B8_11,NC_014532.2,667101,669049,-,667718,669367,-,BCCT family transporter,1332,YCZ4B8_11_m.S.00207.overlaps
5_YCZ4B8_11,NC_014532.2,667101,668695,-,666690,667610,-,DMT family transporter,509,YCZ4B8_11_m.S.00207.overlaps
5_YCZ4B8_11,NC_014532.2,667101,668695,-,667718,669367,-,BCCT family transporter,978,YCZ4B8_11_m.S.00207.overlaps
10_YCZ4B8_11,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_11_m.S.00207.overlaps
10_YCZ4B8_11,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
12_YCZ4B8_11,NC_014532.2,667101,667446,-,666690,667610,-,DMT family transporter,345,YCZ4B8_11_m.S.00207.overlaps
15_YCZ4B8_11,NC_014532.2,667107,669543,-,666690,667610,-,DMT family transporter,503,YCZ4B8_11_m.S.00207.overlaps
15_YCZ4B8_11,NC_014532.2,667107,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
14_YCZ4B8_11,NC_014532.2,667112,667930,+,666690,667610,-,DMT family transporter,498,YCZ4B8_11_m.S.00207.overlaps
14_YCZ4B8_11,NC_014532.2,667112,667930,+,667718,669367,-,BCCT family transporter,213,YCZ4B8_11_m.S.00207.overlaps
1_YCZ4B8_11,NC_014532.2,667112,669543,-,666690,667610,-,DMT family transporter,498,YCZ4B8_11_m.S.00207.overlaps
1_YCZ4B8_11,NC_014532.2,667112,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
4_YCZ4B8_11,NC_014532.2,667121,669543,+,666690,667610,-,DMT family transporter,489,YCZ4B8_11_m.S.00207.overlaps
4_YCZ4B8_11,NC_014532.2,667121,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
3_YCZ4B8_11,NC_014532.2,667132,669543,-,666690,667610,-,DMT family transporter,478,YCZ4B8_11_m.S.00207.overlaps
3_YCZ4B8_11,NC_014532.2,667132,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
12_YCZ4B8_11,NC_014532.2,667462,669543,-,666690,667610,-,DMT family transporter,148,YCZ4B8_11_m.S.00207.overlaps
12_YCZ4B8_11,NC_014532.2,667462,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
0_YCZ4B8_11,NC_014532.2,667592,669543,+,666690,667610,-,DMT family transporter,18,YCZ4B8_11_m.S.00207.overlaps
0_YCZ4B8_11,NC_014532.2,667592,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
9_YCZ4B8_11,NC_014532.2,667648,668002,-,667718,669367,-,BCCT family transporter,285,YCZ4B8_11_m.S.00207.overlaps
14_YCZ4B8_11,NC_014532.2,668020,669543,+,667718,669367,-,BCCT family transporter,1347,YCZ4B8_11_m.S.00207.overlaps
5_YCZ4B8_11,NC_014532.2,668725,669543,-,667718,669367,-,BCCT family transporter,642,YCZ4B8_11_m.S.00207.overlaps
2_YCZ4B8_11,NC_014532.2,669089,669543,-,667718,669367,-,BCCT family transporter,278,YCZ4B8_11_m.S.00207.overlaps
3_YCZ4B8_14,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_14_m.S.00219.overlaps
3_YCZ4B8_14,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_14_m.S.00219.overlaps
11_YCZ4B8_14,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_14_m.S.00219.overlaps
11_YCZ4B8_14,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_14_m.S.00219.overlaps
4_YCZ4B8_14,NC_014532.2,667101,668244,-,666690,667610,-,DMT family transporter,509,YCZ4B8_14_m.S.00219.overlaps
4_YCZ4B8_14,NC_014532.2,667101,668244,-,667718,669367,-,BCCT family transporter,527,YCZ4B8_14_m.S.00219.overlaps
7_YCZ4B8_14,NC_014532.2,667101,669536,-,666690,667610,-,DMT family transporter,509,YCZ4B8_14_m.S.00219.overlaps
7_YCZ4B8_14,NC_014532.2,667101,669536,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_14_m.S.00219.overlaps
9_YCZ4B8_14,NC_014532.2,667101,669482,-,666690,667610,-,DMT family transporter,509,YCZ4B8_14_m.S.00219.overlaps
9_YCZ4B8_14,NC_014532.2,667101,669482,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_14_m.S.00219.overlaps
12_YCZ4B8_14,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_14_m.S.00219.overlaps
12_YCZ4B8_14,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_14_m.S.00219.overlaps
5_YCZ4B8_14,NC_014532.2,667103,669543,+,666690,667610,-,DMT family transporter,507,YCZ4B8_14_m.S.00219.overlaps
5_YCZ4B8_14,NC_014532.2,667103,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_14_m.S.00219.overlaps
0_YCZ4B8_14,NC_014532.2,667148,668784,-,666690,667610,-,DMT family transporter,462,YCZ4B8_14_m.S.00219.overlaps
0_YCZ4B8_14,NC_014532.2,667148,668784,-,667718,669367,-,BCCT family transporter,1067,YCZ4B8_14_m.S.00219.overlaps
1_YCZ4B8_14,NC_014532.2,667925,669169,-,667718,669367,-,BCCT family transporter,1244,YCZ4B8_14_m.S.00219.overlaps
4_YCZ4B8_14,NC_014532.2,668261,669543,-,667718,669367,-,BCCT family transporter,1106,YCZ4B8_14_m.S.00219.overlaps
8_YCZ4B8_17,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_17_m.S.00231.overlaps
8_YCZ4B8_17,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_17_m.S.00231.overlaps
23_YCZ4B8_17,NC_014532.2,667101,667918,+,666690,667610,-,DMT family transporter,509,YCZ4B8_17_m.S.00231.overlaps
