read_name,chrom,start,end,strand,gff_start,gff_end,gff_strand,product,overlap_bp,sample
5_YCZ4B8_8,NC_014532.2,667101,669536,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
5_YCZ4B8_8,NC_014532.2,667101,669536,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
10_YCZ4B8_8,NC_014532.2,667101,667629,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
12_YCZ4B8_8,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
12_YCZ4B8_8,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
15_YCZ4B8_8,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
15_YCZ4B8_8,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
17_YCZ4B8_8,NC_014532.2,667101,667600,-,666690,667610,-,DMT family transporter,499,YCZ4B8_8_m.S.00195.overlaps
20_YCZ4B8_8,NC_014532.2,667101,668421,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
20_YCZ4B8_8,NC_014532.2,667101,668421,-,667718,669367,-,BCCT family transporter,704,YCZ4B8_8_m.S.00195.overlaps
21_YCZ4B8_8,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
21_YCZ4B8_8,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
25_YCZ4B8_8,NC_014532.2,667101,669525,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
25_YCZ4B8_8,NC_014532.2,667101,669525,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
32_YCZ4B8_8,NC_014532.2,667101,667468,-,666690,667610,-,DMT family transporter,367,YCZ4B8_8_m.S.00195.overlaps
33_YCZ4B8_8,NC_014532.2,667101,667643,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
36_YCZ4B8_8,NC_014532.2,667101,669521,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
36_YCZ4B8_8,NC_014532.2,667101,669521,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
37_YCZ4B8_8,NC_014532.2,667101,669163,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
37_YCZ4B8_8,NC_014532.2,667101,669163,-,667718,669367,-,BCCT family transporter,1446,YCZ4B8_8_m.S.00195.overlaps
27_YCZ4B8_8,NC_014532.2,667103,669543,+,666690,667610,-,DMT family transporter,507,YCZ4B8_8_m.S.00195.overlaps
27_YCZ4B8_8,NC_014532.2,667103,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
34_YCZ4B8_8,NC_014532.2,667112,669543,+,666690,667610,-,DMT family transporter,498,YCZ4B8_8_m.S.00195.overlaps
34_YCZ4B8_8,NC_014532.2,667112,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
14_YCZ4B8_8,NC_014532.2,667118,668946,+,666690,667610,-,DMT family transporter,492,YCZ4B8_8_m.S.00195.overlaps
14_YCZ4B8_8,NC_014532.2,667118,668946,+,667718,669367,-,BCCT family transporter,1229,YCZ4B8_8_m.S.00195.overlaps
18_YCZ4B8_8,NC_014532.2,667118,667633,+,666690,667610,-,DMT family transporter,492,YCZ4B8_8_m.S.00195.overlaps
19_YCZ4B8_8,NC_014532.2,667127,669518,-,666690,667610,-,DMT family transporter,483,YCZ4B8_8_m.S.00195.overlaps
19_YCZ4B8_8,NC_014532.2,667127,669518,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
23_YCZ4B8_8,NC_014532.2,667128,668037,-,666690,667610,-,DMT family transporter,482,YCZ4B8_8_m.S.00195.overlaps
23_YCZ4B8_8,NC_014532.2,667128,668037,-,667718,669367,-,BCCT family transporter,320,YCZ4B8_8_m.S.00195.overlaps
13_YCZ4B8_8,NC_014532.2,667439,668361,+,666690,667610,-,DMT family transporter,171,YCZ4B8_8_m.S.00195.overlaps
13_YCZ4B8_8,NC_014532.2,667439,668361,+,667718,669367,-,BCCT family transporter,644,YCZ4B8_8_m.S.00195.overlaps
28_YCZ4B8_8,NC_014532.2,667489,669543,+,666690,667610,-,DMT family transporter,121,YCZ4B8_8_m.S.00195.overlaps
28_YCZ4B8_8,NC_014532.2,667489,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
29_YCZ4B8_8,NC_014532.2,667551,668424,-,666690,667610,-,DMT family transporter,59,YCZ4B8_8_m.S.00195.overlaps
29_YCZ4B8_8,NC_014532.2,667551,668424,-,667718,669367,-,BCCT family transporter,707,YCZ4B8_8_m.S.00195.overlaps
17_YCZ4B8_8,NC_014532.2,667639,668421,-,667718,669367,-,BCCT family transporter,704,YCZ4B8_8_m.S.00195.overlaps
1_YCZ4B8_8,NC_014532.2,667668,667980,+,667718,669367,-,BCCT family transporter,263,YCZ4B8_8_m.S.00195.overlaps
18_YCZ4B8_8,NC_014532.2,667708,668611,+,667718,669367,-,BCCT family transporter,894,YCZ4B8_8_m.S.00195.overlaps
33_YCZ4B8_8,NC_014532.2,667921,669543,-,667718,669367,-,BCCT family transporter,1446,YCZ4B8_8_m.S.00195.overlaps
10_YCZ4B8_8,NC_014532.2,667987,669515,-,667718,669367,-,BCCT family transporter,1380,YCZ4B8_8_m.S.00195.overlaps
1_YCZ4B8_8,NC_014532.2,668027,668370,+,667718,669367,-,BCCT family transporter,343,YCZ4B8_8_m.S.00195.overlaps
4_YCZ4B8_8,NC_014532.2,668028,669231,+,667718,669367,-,BCCT family transporter,1203,YCZ4B8_8_m.S.00195.overlaps
23_YCZ4B8_8,NC_014532.2,668224,669543,-,667718,669367,-,BCCT family transporter,1143,YCZ4B8_8_m.S.00195.overlaps
1_YCZ4B8_8,NC_014532.2,668395,669469,+,667718,669367,-,BCCT family transporter,972,YCZ4B8_8_m.S.00195.overlaps
13_YCZ4B8_8,NC_014532.2,668410,669543,+,667718,669367,-,BCCT family transporter,957,YCZ4B8_8_m.S.00195.overlaps
20_YCZ4B8_8,NC_014532.2,668446,669544,-,667718,669367,-,BCCT family transporter,921,YCZ4B8_8_m.S.00195.overlaps
32_YCZ4B8_8,NC_014532.2,668447,669113,-,667718,669367,-,BCCT family transporter,666,YCZ4B8_8_m.S.00195.overlaps
29_YCZ4B8_8,NC_014532.2,668449,669269,-,667718,669367,-,BCCT family transporter,820,YCZ4B8_8_m.S.00195.overlaps
26_YCZ4B8_8,NC_014532.2,668450,669543,+,667718,669367,-,BCCT family transporter,917,YCZ4B8_8_m.S.00195.overlaps
17_YCZ4B8_8,NC_014532.2,668483,669543,-,667718,669367,-,BCCT family transporter,884,YCZ4B8_8_m.S.00195.overlaps
18_YCZ4B8_8,NC_014532.2,668710,669543,+,667718,669367,-,BCCT family transporter,657,YCZ4B8_8_m.S.00195.overlaps
14_YCZ4B8_8,NC_014532.2,668977,669541,+,667718,669367,-,BCCT family transporter,390,YCZ4B8_8_m.S.00195.overlaps
3_YCZ4B8_8,NC_014532.2,669057,669543,-,667718,669367,-,BCCT family transporter,310,YCZ4B8_8_m.S.00195.overlaps
30_YCZ4B8_8,NC_014532.2,669116,669543,+,667718,669367,-,BCCT family transporter,251,YCZ4B8_8_m.S.00195.overlaps
32_YCZ4B8_8,NC_014532.2,669218,669543,-,667718,669367,-,BCCT family transporter,149,YCZ4B8_8_m.S.00195.overlaps
37_YCZ4B8_8,NC_014532.2,669218,669543,-,667718,669367,-,BCCT family transporter,149,YCZ4B8_8_m.S.00195.overlaps
24_YCZ4B8_8,NC_014532.2,1607899,1608394,+,1606560,1608560,+,capsular polysaccharide biosynthesis protein,495,YCZ4B8_8_m.S.00195.overlaps
