read_name,chrom,start,end,strand,gff_start,gff_end,gff_strand,product,overlap_bp,sample
19_YCZ4B8_17,NC_014532.2,924175,926271,+,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
19_YCZ4B8_17,NC_014532.2,924175,926271,+,924722,926212,-,sodium/proline symporter PutP,1491,YCZ4B8_17_m.S.00231.overlaps
22_YCZ4B8_17,NC_014532.2,924175,926271,+,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
22_YCZ4B8_17,NC_014532.2,924175,926271,+,924722,926212,-,sodium/proline symporter PutP,1491,YCZ4B8_17_m.S.00231.overlaps
31_YCZ4B8_17,NC_014532.2,924175,926270,+,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
31_YCZ4B8_17,NC_014532.2,924175,926270,+,924722,926212,-,sodium/proline symporter PutP,1491,YCZ4B8_17_m.S.00231.overlaps
34_YCZ4B8_17,NC_014532.2,924175,926174,+,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
34_YCZ4B8_17,NC_014532.2,924175,926174,+,924722,926212,-,sodium/proline symporter PutP,1453,YCZ4B8_17_m.S.00231.overlaps
10_YCZ4B8_17,NC_014532.2,924175,926271,-,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
10_YCZ4B8_17,NC_014532.2,924175,926271,-,924722,926212,-,sodium/proline symporter PutP,1491,YCZ4B8_17_m.S.00231.overlaps
16_YCZ4B8_17,NC_014532.2,924175,925018,-,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
16_YCZ4B8_17,NC_014532.2,924175,925018,-,924722,926212,-,sodium/proline symporter PutP,297,YCZ4B8_17_m.S.00231.overlaps
20_YCZ4B8_17,NC_014532.2,924175,926271,-,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
20_YCZ4B8_17,NC_014532.2,924175,926271,-,924722,926212,-,sodium/proline symporter PutP,1491,YCZ4B8_17_m.S.00231.overlaps
24_YCZ4B8_17,NC_014532.2,924175,926271,-,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
24_YCZ4B8_17,NC_014532.2,924175,926271,-,924722,926212,-,sodium/proline symporter PutP,1491,YCZ4B8_17_m.S.00231.overlaps
28_YCZ4B8_17,NC_014532.2,924175,926251,-,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
28_YCZ4B8_17,NC_014532.2,924175,926251,-,924722,926212,-,sodium/proline symporter PutP,1491,YCZ4B8_17_m.S.00231.overlaps
29_YCZ4B8_17,NC_014532.2,924175,926271,-,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
29_YCZ4B8_17,NC_014532.2,924175,926271,-,924722,926212,-,sodium/proline symporter PutP,1491,YCZ4B8_17_m.S.00231.overlaps
36_YCZ4B8_17,NC_014532.2,924175,925141,-,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
36_YCZ4B8_17,NC_014532.2,924175,925141,-,924722,926212,-,sodium/proline symporter PutP,420,YCZ4B8_17_m.S.00231.overlaps
40_YCZ4B8_17,NC_014532.2,924175,926256,-,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
40_YCZ4B8_17,NC_014532.2,924175,926256,-,924722,926212,-,sodium/proline symporter PutP,1491,YCZ4B8_17_m.S.00231.overlaps
37_YCZ4B8_17,NC_014532.2,924184,925932,+,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
37_YCZ4B8_17,NC_014532.2,924184,925932,+,924722,926212,-,sodium/proline symporter PutP,1211,YCZ4B8_17_m.S.00231.overlaps
12_YCZ4B8_17,NC_014532.2,924185,926052,+,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
12_YCZ4B8_17,NC_014532.2,924185,926052,+,924722,926212,-,sodium/proline symporter PutP,1331,YCZ4B8_17_m.S.00231.overlaps
18_YCZ4B8_17,NC_014532.2,924185,925683,+,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
18_YCZ4B8_17,NC_014532.2,924185,925683,+,924722,926212,-,sodium/proline symporter PutP,962,YCZ4B8_17_m.S.00231.overlaps
39_YCZ4B8_17,NC_014532.2,924185,926271,+,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
39_YCZ4B8_17,NC_014532.2,924185,926271,+,924722,926212,-,sodium/proline symporter PutP,1491,YCZ4B8_17_m.S.00231.overlaps
21_YCZ4B8_17,NC_014532.2,924243,926271,-,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
21_YCZ4B8_17,NC_014532.2,924243,926271,-,924722,926212,-,sodium/proline symporter PutP,1491,YCZ4B8_17_m.S.00231.overlaps
6_YCZ4B8_17,NC_014532.2,924269,925468,-,924326,924619,+,hypothetical protein,294,YCZ4B8_17_m.S.00231.overlaps
6_YCZ4B8_17,NC_014532.2,924269,925468,-,924722,926212,-,sodium/proline symporter PutP,747,YCZ4B8_17_m.S.00231.overlaps
26_YCZ4B8_17,NC_014532.2,924349,926256,-,924326,924619,+,hypothetical protein,270,YCZ4B8_17_m.S.00231.overlaps
26_YCZ4B8_17,NC_014532.2,924349,926256,-,924722,926212,-,sodium/proline symporter PutP,1491,YCZ4B8_17_m.S.00231.overlaps
4_YCZ4B8_17,NC_014532.2,924519,924788,-,924326,924619,+,hypothetical protein,100,YCZ4B8_17_m.S.00231.overlaps
4_YCZ4B8_17,NC_014532.2,924519,924788,-,924722,926212,-,sodium/proline symporter PutP,67,YCZ4B8_17_m.S.00231.overlaps
2_YCZ4B8_17,NC_014532.2,924607,926271,-,924326,924619,+,hypothetical protein,12,YCZ4B8_17_m.S.00231.overlaps
2_YCZ4B8_17,NC_014532.2,924607,926271,-,924722,926212,-,sodium/proline symporter PutP,1491,YCZ4B8_17_m.S.00231.overlaps
11_YCZ4B8_17,NC_014532.2,924705,926271,+,924722,926212,-,sodium/proline symporter PutP,1491,YCZ4B8_17_m.S.00231.overlaps
16_YCZ4B8_17,NC_014532.2,925100,925985,-,924722,926212,-,sodium/proline symporter PutP,885,YCZ4B8_17_m.S.00231.overlaps
36_YCZ4B8_17,NC_014532.2,925155,926271,-,924722,926212,-,sodium/proline symporter PutP,1057,YCZ4B8_17_m.S.00231.overlaps
4_YCZ4B8_17,NC_014532.2,925157,926271,-,924722,926212,-,sodium/proline symporter PutP,1055,YCZ4B8_17_m.S.00231.overlaps
18_YCZ4B8_17,NC_014532.2,925714,926271,+,924722,926212,-,sodium/proline symporter PutP,498,YCZ4B8_17_m.S.00231.overlaps
4_YCZ4B8_9,NC_014532.2,334518,335389,-,333730,336957,+,DEAD/DEAH box helicase,871,YCZ4B8_9_m.S.00199.overlaps
0_YCZ4B8_9,NC_014532.2,667214,669050,-,666690,667610,-,DMT family transporter,396,YCZ4B8_9_m.S.00199.overlaps
0_YCZ4B8_9,NC_014532.2,667214,669050,-,667718,669367,-,BCCT family transporter,1333,YCZ4B8_9_m.S.00199.overlaps
8_YCZ4B8_9,NC_014532.2,667214,669514,-,666690,667610,-,DMT family transporter,396,YCZ4B8_9_m.S.00199.overlaps
8_YCZ4B8_9,NC_014532.2,667214,669514,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_9_m.S.00199.overlaps
5_YCZ4B8_9,NC_014532.2,667495,669574,+,666690,667610,-,DMT family transporter,115,YCZ4B8_9_m.S.00199.overlaps
5_YCZ4B8_9,NC_014532.2,667495,669574,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_9_m.S.00199.overlaps
5_YCZ4B8_9,NC_014532.2,667495,669574,+,669563,671095,-,choline-sulfatase,12,YCZ4B8_9_m.S.00199.overlaps
6_YCZ4B8_9,NC_014532.2,667495,669546,-,666690,667610,-,DMT family transporter,115,YCZ4B8_9_m.S.00199.overlaps
6_YCZ4B8_9,NC_014532.2,667495,669546,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_9_m.S.00199.overlaps
1_YCZ4B8_9,NC_014532.2,667920,669283,+,667718,669367,-,BCCT family transporter,1363,YCZ4B8_9_m.S.00199.overlaps
7_YCZ4B8_9,NC_014532.2,668159,669574,+,667718,669367,-,BCCT family transporter,1208,YCZ4B8_9_m.S.00199.overlaps
7_YCZ4B8_9,NC_014532.2,668159,669574,+,669563,671095,-,choline-sulfatase,12,YCZ4B8_9_m.S.00199.overlaps
0_YCZ4B8_9,NC_014532.2,669074,669514,-,667718,669367,-,BCCT family transporter,293,YCZ4B8_9_m.S.00199.overlaps
0_YCZ4B8_11,NC_014532.2,667101,667428,+,666690,667610,-,DMT family transporter,327,YCZ4B8_11_m.S.00207.overlaps
6_YCZ4B8_11,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_11_m.S.00207.overlaps
6_YCZ4B8_11,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
7_YCZ4B8_11,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_11_m.S.00207.overlaps
7_YCZ4B8_11,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
8_YCZ4B8_11,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_11_m.S.00207.overlaps
8_YCZ4B8_11,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
2_YCZ4B8_11,NC_014532.2,667101,669049,-,666690,667610,-,DMT family transporter,509,YCZ4B8_11_m.S.00207.overlaps
2_YCZ4B8_11,NC_014532.2,667101,669049,-,667718,669367,-,BCCT family transporter,1332,YCZ4B8_11_m.S.00207.overlaps
5_YCZ4B8_11,NC_014532.2,667101,668695,-,666690,667610,-,DMT family transporter,509,YCZ4B8_11_m.S.00207.overlaps
5_YCZ4B8_11,NC_014532.2,667101,668695,-,667718,669367,-,BCCT family transporter,978,YCZ4B8_11_m.S.00207.overlaps
10_YCZ4B8_11,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_11_m.S.00207.overlaps
10_YCZ4B8_11,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
12_YCZ4B8_11,NC_014532.2,667101,667446,-,666690,667610,-,DMT family transporter,345,YCZ4B8_11_m.S.00207.overlaps
15_YCZ4B8_11,NC_014532.2,667107,669543,-,666690,667610,-,DMT family transporter,503,YCZ4B8_11_m.S.00207.overlaps
15_YCZ4B8_11,NC_014532.2,667107,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
14_YCZ4B8_11,NC_014532.2,667112,667930,+,666690,667610,-,DMT family transporter,498,YCZ4B8_11_m.S.00207.overlaps
14_YCZ4B8_11,NC_014532.2,667112,667930,+,667718,669367,-,BCCT family transporter,213,YCZ4B8_11_m.S.00207.overlaps
1_YCZ4B8_11,NC_014532.2,667112,669543,-,666690,667610,-,DMT family transporter,498,YCZ4B8_11_m.S.00207.overlaps
1_YCZ4B8_11,NC_014532.2,667112,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
4_YCZ4B8_11,NC_014532.2,667121,669543,+,666690,667610,-,DMT family transporter,489,YCZ4B8_11_m.S.00207.overlaps
4_YCZ4B8_11,NC_014532.2,667121,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
3_YCZ4B8_11,NC_014532.2,667132,669543,-,666690,667610,-,DMT family transporter,478,YCZ4B8_11_m.S.00207.overlaps
3_YCZ4B8_11,NC_014532.2,667132,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
12_YCZ4B8_11,NC_014532.2,667462,669543,-,666690,667610,-,DMT family transporter,148,YCZ4B8_11_m.S.00207.overlaps
12_YCZ4B8_11,NC_014532.2,667462,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
0_YCZ4B8_11,NC_014532.2,667592,669543,+,666690,667610,-,DMT family transporter,18,YCZ4B8_11_m.S.00207.overlaps
0_YCZ4B8_11,NC_014532.2,667592,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_11_m.S.00207.overlaps
9_YCZ4B8_11,NC_014532.2,667648,668002,-,667718,669367,-,BCCT family transporter,285,YCZ4B8_11_m.S.00207.overlaps
14_YCZ4B8_11,NC_014532.2,668020,669543,+,667718,669367,-,BCCT family transporter,1347,YCZ4B8_11_m.S.00207.overlaps
5_YCZ4B8_11,NC_014532.2,668725,669543,-,667718,669367,-,BCCT family transporter,642,YCZ4B8_11_m.S.00207.overlaps
2_YCZ4B8_11,NC_014532.2,669089,669543,-,667718,669367,-,BCCT family transporter,278,YCZ4B8_11_m.S.00207.overlaps
3_YCZ4B8_14,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_14_m.S.00219.overlaps
3_YCZ4B8_14,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_14_m.S.00219.overlaps
11_YCZ4B8_14,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_14_m.S.00219.overlaps
11_YCZ4B8_14,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_14_m.S.00219.overlaps
4_YCZ4B8_14,NC_014532.2,667101,668244,-,666690,667610,-,DMT family transporter,509,YCZ4B8_14_m.S.00219.overlaps
4_YCZ4B8_14,NC_014532.2,667101,668244,-,667718,669367,-,BCCT family transporter,527,YCZ4B8_14_m.S.00219.overlaps
7_YCZ4B8_14,NC_014532.2,667101,669536,-,666690,667610,-,DMT family transporter,509,YCZ4B8_14_m.S.00219.overlaps
7_YCZ4B8_14,NC_014532.2,667101,669536,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_14_m.S.00219.overlaps
9_YCZ4B8_14,NC_014532.2,667101,669482,-,666690,667610,-,DMT family transporter,509,YCZ4B8_14_m.S.00219.overlaps
9_YCZ4B8_14,NC_014532.2,667101,669482,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_14_m.S.00219.overlaps
12_YCZ4B8_14,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_14_m.S.00219.overlaps
12_YCZ4B8_14,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_14_m.S.00219.overlaps
5_YCZ4B8_14,NC_014532.2,667103,669543,+,666690,667610,-,DMT family transporter,507,YCZ4B8_14_m.S.00219.overlaps
5_YCZ4B8_14,NC_014532.2,667103,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_14_m.S.00219.overlaps
0_YCZ4B8_14,NC_014532.2,667148,668784,-,666690,667610,-,DMT family transporter,462,YCZ4B8_14_m.S.00219.overlaps
0_YCZ4B8_14,NC_014532.2,667148,668784,-,667718,669367,-,BCCT family transporter,1067,YCZ4B8_14_m.S.00219.overlaps
1_YCZ4B8_14,NC_014532.2,667925,669169,-,667718,669367,-,BCCT family transporter,1244,YCZ4B8_14_m.S.00219.overlaps
4_YCZ4B8_14,NC_014532.2,668261,669543,-,667718,669367,-,BCCT family transporter,1106,YCZ4B8_14_m.S.00219.overlaps
8_YCZ4B8_8,NC_014532.2,666087,669929,+,665042,666619,-,bifunctional GNAT family N-acetyltransferase/carbon-nitrogen hydrolase family protein,532,YCZ4B8_8_m.S.00195.overlaps
8_YCZ4B8_8,NC_014532.2,666087,669929,+,666690,667610,-,DMT family transporter,921,YCZ4B8_8_m.S.00195.overlaps
8_YCZ4B8_8,NC_014532.2,666087,669929,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
8_YCZ4B8_8,NC_014532.2,666087,669929,+,669563,671095,-,choline-sulfatase,367,YCZ4B8_8_m.S.00195.overlaps
0_YCZ4B8_8,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
0_YCZ4B8_8,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
6_YCZ4B8_8,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
6_YCZ4B8_8,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
13_YCZ4B8_8,NC_014532.2,667101,667417,+,666690,667610,-,DMT family transporter,316,YCZ4B8_8_m.S.00195.overlaps
26_YCZ4B8_8,NC_014532.2,667101,668431,+,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
26_YCZ4B8_8,NC_014532.2,667101,668431,+,667718,669367,-,BCCT family transporter,714,YCZ4B8_8_m.S.00195.overlaps
28_YCZ4B8_8,NC_014532.2,667101,667477,+,666690,667610,-,DMT family transporter,376,YCZ4B8_8_m.S.00195.overlaps
30_YCZ4B8_8,NC_014532.2,667101,669051,+,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
30_YCZ4B8_8,NC_014532.2,667101,669051,+,667718,669367,-,BCCT family transporter,1334,YCZ4B8_8_m.S.00195.overlaps
31_YCZ4B8_8,NC_014532.2,667101,669543,+,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
31_YCZ4B8_8,NC_014532.2,667101,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
2_YCZ4B8_8,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
2_YCZ4B8_8,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
5_YCZ4B8_8,NC_014532.2,667101,669536,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
5_YCZ4B8_8,NC_014532.2,667101,669536,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
10_YCZ4B8_8,NC_014532.2,667101,667629,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
12_YCZ4B8_8,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
12_YCZ4B8_8,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
15_YCZ4B8_8,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
15_YCZ4B8_8,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
17_YCZ4B8_8,NC_014532.2,667101,667600,-,666690,667610,-,DMT family transporter,499,YCZ4B8_8_m.S.00195.overlaps
20_YCZ4B8_8,NC_014532.2,667101,668421,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
20_YCZ4B8_8,NC_014532.2,667101,668421,-,667718,669367,-,BCCT family transporter,704,YCZ4B8_8_m.S.00195.overlaps
21_YCZ4B8_8,NC_014532.2,667101,669543,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
21_YCZ4B8_8,NC_014532.2,667101,669543,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
25_YCZ4B8_8,NC_014532.2,667101,669525,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
25_YCZ4B8_8,NC_014532.2,667101,669525,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
32_YCZ4B8_8,NC_014532.2,667101,667468,-,666690,667610,-,DMT family transporter,367,YCZ4B8_8_m.S.00195.overlaps
33_YCZ4B8_8,NC_014532.2,667101,667643,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
36_YCZ4B8_8,NC_014532.2,667101,669521,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
36_YCZ4B8_8,NC_014532.2,667101,669521,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
37_YCZ4B8_8,NC_014532.2,667101,669163,-,666690,667610,-,DMT family transporter,509,YCZ4B8_8_m.S.00195.overlaps
37_YCZ4B8_8,NC_014532.2,667101,669163,-,667718,669367,-,BCCT family transporter,1446,YCZ4B8_8_m.S.00195.overlaps
27_YCZ4B8_8,NC_014532.2,667103,669543,+,666690,667610,-,DMT family transporter,507,YCZ4B8_8_m.S.00195.overlaps
27_YCZ4B8_8,NC_014532.2,667103,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
34_YCZ4B8_8,NC_014532.2,667112,669543,+,666690,667610,-,DMT family transporter,498,YCZ4B8_8_m.S.00195.overlaps
34_YCZ4B8_8,NC_014532.2,667112,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
14_YCZ4B8_8,NC_014532.2,667118,668946,+,666690,667610,-,DMT family transporter,492,YCZ4B8_8_m.S.00195.overlaps
14_YCZ4B8_8,NC_014532.2,667118,668946,+,667718,669367,-,BCCT family transporter,1229,YCZ4B8_8_m.S.00195.overlaps
18_YCZ4B8_8,NC_014532.2,667118,667633,+,666690,667610,-,DMT family transporter,492,YCZ4B8_8_m.S.00195.overlaps
19_YCZ4B8_8,NC_014532.2,667127,669518,-,666690,667610,-,DMT family transporter,483,YCZ4B8_8_m.S.00195.overlaps
19_YCZ4B8_8,NC_014532.2,667127,669518,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
23_YCZ4B8_8,NC_014532.2,667128,668037,-,666690,667610,-,DMT family transporter,482,YCZ4B8_8_m.S.00195.overlaps
23_YCZ4B8_8,NC_014532.2,667128,668037,-,667718,669367,-,BCCT family transporter,320,YCZ4B8_8_m.S.00195.overlaps
13_YCZ4B8_8,NC_014532.2,667439,668361,+,666690,667610,-,DMT family transporter,171,YCZ4B8_8_m.S.00195.overlaps
13_YCZ4B8_8,NC_014532.2,667439,668361,+,667718,669367,-,BCCT family transporter,644,YCZ4B8_8_m.S.00195.overlaps
28_YCZ4B8_8,NC_014532.2,667489,669543,+,666690,667610,-,DMT family transporter,121,YCZ4B8_8_m.S.00195.overlaps
28_YCZ4B8_8,NC_014532.2,667489,669543,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_8_m.S.00195.overlaps
29_YCZ4B8_8,NC_014532.2,667551,668424,-,666690,667610,-,DMT family transporter,59,YCZ4B8_8_m.S.00195.overlaps
29_YCZ4B8_8,NC_014532.2,667551,668424,-,667718,669367,-,BCCT family transporter,707,YCZ4B8_8_m.S.00195.overlaps
17_YCZ4B8_8,NC_014532.2,667639,668421,-,667718,669367,-,BCCT family transporter,704,YCZ4B8_8_m.S.00195.overlaps
1_YCZ4B8_8,NC_014532.2,667668,667980,+,667718,669367,-,BCCT family transporter,263,YCZ4B8_8_m.S.00195.overlaps
18_YCZ4B8_8,NC_014532.2,667708,668611,+,667718,669367,-,BCCT family transporter,894,YCZ4B8_8_m.S.00195.overlaps
33_YCZ4B8_8,NC_014532.2,667921,669543,-,667718,669367,-,BCCT family transporter,1446,YCZ4B8_8_m.S.00195.overlaps
10_YCZ4B8_8,NC_014532.2,667987,669515,-,667718,669367,-,BCCT family transporter,1380,YCZ4B8_8_m.S.00195.overlaps
1_YCZ4B8_8,NC_014532.2,668027,668370,+,667718,669367,-,BCCT family transporter,343,YCZ4B8_8_m.S.00195.overlaps
4_YCZ4B8_8,NC_014532.2,668028,669231,+,667718,669367,-,BCCT family transporter,1203,YCZ4B8_8_m.S.00195.overlaps
23_YCZ4B8_8,NC_014532.2,668224,669543,-,667718,669367,-,BCCT family transporter,1143,YCZ4B8_8_m.S.00195.overlaps
1_YCZ4B8_8,NC_014532.2,668395,669469,+,667718,669367,-,BCCT family transporter,972,YCZ4B8_8_m.S.00195.overlaps
