read_name,chrom,start,end,strand,gff_start,gff_end,gff_strand,product,overlap_bp,sample
19_YCZ4B8_3,NC_014532.2,3390445,3391422,-,3388426,3391332,+,ribonucleoside-diphosphate reductase subunit alpha,887,YCZ4B8_3_m.S.00175.overlaps
4_YCZ4B8_9,NC_014532.2,334518,335389,-,333730,336957,+,DEAD/DEAH box helicase,871,YCZ4B8_9_m.S.00199.overlaps
0_YCZ4B8_9,NC_014532.2,667214,669050,-,666690,667610,-,DMT family transporter,396,YCZ4B8_9_m.S.00199.overlaps
0_YCZ4B8_9,NC_014532.2,667214,669050,-,667718,669367,-,BCCT family transporter,1333,YCZ4B8_9_m.S.00199.overlaps
8_YCZ4B8_9,NC_014532.2,667214,669514,-,666690,667610,-,DMT family transporter,396,YCZ4B8_9_m.S.00199.overlaps
8_YCZ4B8_9,NC_014532.2,667214,669514,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_9_m.S.00199.overlaps
5_YCZ4B8_9,NC_014532.2,667495,669574,+,666690,667610,-,DMT family transporter,115,YCZ4B8_9_m.S.00199.overlaps
5_YCZ4B8_9,NC_014532.2,667495,669574,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_9_m.S.00199.overlaps
5_YCZ4B8_9,NC_014532.2,667495,669574,+,669563,671095,-,choline-sulfatase,12,YCZ4B8_9_m.S.00199.overlaps
6_YCZ4B8_9,NC_014532.2,667495,669546,-,666690,667610,-,DMT family transporter,115,YCZ4B8_9_m.S.00199.overlaps
6_YCZ4B8_9,NC_014532.2,667495,669546,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_9_m.S.00199.overlaps
1_YCZ4B8_9,NC_014532.2,667920,669283,+,667718,669367,-,BCCT family transporter,1363,YCZ4B8_9_m.S.00199.overlaps
7_YCZ4B8_9,NC_014532.2,668159,669574,+,667718,669367,-,BCCT family transporter,1208,YCZ4B8_9_m.S.00199.overlaps
7_YCZ4B8_9,NC_014532.2,668159,669574,+,669563,671095,-,choline-sulfatase,12,YCZ4B8_9_m.S.00199.overlaps
0_YCZ4B8_9,NC_014532.2,669074,669514,-,667718,669367,-,BCCT family transporter,293,YCZ4B8_9_m.S.00199.overlaps
3_YCZ4B8_12,NC_014532.2,667495,669574,+,666690,667610,-,DMT family transporter,115,YCZ4B8_12_m.S.00211.overlaps
3_YCZ4B8_12,NC_014532.2,667495,669574,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_12_m.S.00211.overlaps
3_YCZ4B8_12,NC_014532.2,667495,669574,+,669563,671095,-,choline-sulfatase,12,YCZ4B8_12_m.S.00211.overlaps
7_YCZ4B8_12,NC_014532.2,667495,669574,+,666690,667610,-,DMT family transporter,115,YCZ4B8_12_m.S.00211.overlaps
7_YCZ4B8_12,NC_014532.2,667495,669574,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_12_m.S.00211.overlaps
7_YCZ4B8_12,NC_014532.2,667495,669574,+,669563,671095,-,choline-sulfatase,12,YCZ4B8_12_m.S.00211.overlaps
0_YCZ4B8_12,NC_014532.2,667495,667841,-,666690,667610,-,DMT family transporter,115,YCZ4B8_12_m.S.00211.overlaps
0_YCZ4B8_12,NC_014532.2,667495,667841,-,667718,669367,-,BCCT family transporter,124,YCZ4B8_12_m.S.00211.overlaps
2_YCZ4B8_12,NC_014532.2,667495,668503,-,666690,667610,-,DMT family transporter,115,YCZ4B8_12_m.S.00211.overlaps
2_YCZ4B8_12,NC_014532.2,667495,668503,-,667718,669367,-,BCCT family transporter,786,YCZ4B8_12_m.S.00211.overlaps
8_YCZ4B8_12,NC_014532.2,667495,669186,-,666690,667610,-,DMT family transporter,115,YCZ4B8_12_m.S.00211.overlaps
8_YCZ4B8_12,NC_014532.2,667495,669186,-,667718,669367,-,BCCT family transporter,1469,YCZ4B8_12_m.S.00211.overlaps
10_YCZ4B8_12,NC_014532.2,667495,668916,-,666690,667610,-,DMT family transporter,115,YCZ4B8_12_m.S.00211.overlaps
10_YCZ4B8_12,NC_014532.2,667495,668916,-,667718,669367,-,BCCT family transporter,1199,YCZ4B8_12_m.S.00211.overlaps
12_YCZ4B8_12,NC_014532.2,667495,669369,-,666690,667610,-,DMT family transporter,115,YCZ4B8_12_m.S.00211.overlaps
12_YCZ4B8_12,NC_014532.2,667495,669369,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_12_m.S.00211.overlaps
16_YCZ4B8_12,NC_014532.2,667495,669574,-,666690,667610,-,DMT family transporter,115,YCZ4B8_12_m.S.00211.overlaps
16_YCZ4B8_12,NC_014532.2,667495,669574,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_12_m.S.00211.overlaps
16_YCZ4B8_12,NC_014532.2,667495,669574,-,669563,671095,-,choline-sulfatase,12,YCZ4B8_12_m.S.00211.overlaps
13_YCZ4B8_12,NC_014532.2,667514,668174,+,666690,667610,-,DMT family transporter,96,YCZ4B8_12_m.S.00211.overlaps
13_YCZ4B8_12,NC_014532.2,667514,668174,+,667718,669367,-,BCCT family transporter,457,YCZ4B8_12_m.S.00211.overlaps
11_YCZ4B8_12,NC_014532.2,667514,669554,-,666690,667610,-,DMT family transporter,96,YCZ4B8_12_m.S.00211.overlaps
11_YCZ4B8_12,NC_014532.2,667514,669554,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_12_m.S.00211.overlaps
14_YCZ4B8_12,NC_014532.2,667602,669574,-,666690,667610,-,DMT family transporter,8,YCZ4B8_12_m.S.00211.overlaps
14_YCZ4B8_12,NC_014532.2,667602,669574,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_12_m.S.00211.overlaps
14_YCZ4B8_12,NC_014532.2,667602,669574,-,669563,671095,-,choline-sulfatase,12,YCZ4B8_12_m.S.00211.overlaps
4_YCZ4B8_12,NC_014532.2,667668,669574,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_12_m.S.00211.overlaps
4_YCZ4B8_12,NC_014532.2,667668,669574,-,669563,671095,-,choline-sulfatase,12,YCZ4B8_12_m.S.00211.overlaps
15_YCZ4B8_12,NC_014532.2,667678,669528,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_12_m.S.00211.overlaps
17_YCZ4B8_12,NC_014532.2,667803,669499,+,667718,669367,-,BCCT family transporter,1564,YCZ4B8_12_m.S.00211.overlaps
0_YCZ4B8_12,NC_014532.2,667943,668480,-,667718,669367,-,BCCT family transporter,537,YCZ4B8_12_m.S.00211.overlaps
13_YCZ4B8_12,NC_014532.2,668261,669574,+,667718,669367,-,BCCT family transporter,1106,YCZ4B8_12_m.S.00211.overlaps
13_YCZ4B8_12,NC_014532.2,668261,669574,+,669563,671095,-,choline-sulfatase,12,YCZ4B8_12_m.S.00211.overlaps
2_YCZ4B8_12,NC_014532.2,668516,669546,-,667718,669367,-,BCCT family transporter,851,YCZ4B8_12_m.S.00211.overlaps
6_YCZ4B8_12,NC_014532.2,668635,669514,+,667718,669367,-,BCCT family transporter,732,YCZ4B8_12_m.S.00211.overlaps
10_YCZ4B8_12,NC_014532.2,668929,669546,-,667718,669367,-,BCCT family transporter,438,YCZ4B8_12_m.S.00211.overlaps
3_YCZ4B8_15,NC_014532.2,667495,669574,+,666690,667610,-,DMT family transporter,115,YCZ4B8_15_m.S.00223.overlaps
3_YCZ4B8_15,NC_014532.2,667495,669574,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_15_m.S.00223.overlaps
3_YCZ4B8_15,NC_014532.2,667495,669574,+,669563,671095,-,choline-sulfatase,12,YCZ4B8_15_m.S.00223.overlaps
7_YCZ4B8_15,NC_014532.2,667495,669574,+,666690,667610,-,DMT family transporter,115,YCZ4B8_15_m.S.00223.overlaps
7_YCZ4B8_15,NC_014532.2,667495,669574,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_15_m.S.00223.overlaps
7_YCZ4B8_15,NC_014532.2,667495,669574,+,669563,671095,-,choline-sulfatase,12,YCZ4B8_15_m.S.00223.overlaps
2_YCZ4B8_15,NC_014532.2,667495,669574,-,666690,667610,-,DMT family transporter,115,YCZ4B8_15_m.S.00223.overlaps
2_YCZ4B8_15,NC_014532.2,667495,669574,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_15_m.S.00223.overlaps
2_YCZ4B8_15,NC_014532.2,667495,669574,-,669563,671095,-,choline-sulfatase,12,YCZ4B8_15_m.S.00223.overlaps
4_YCZ4B8_15,NC_014532.2,667495,668128,-,666690,667610,-,DMT family transporter,115,YCZ4B8_15_m.S.00223.overlaps
4_YCZ4B8_15,NC_014532.2,667495,668128,-,667718,669367,-,BCCT family transporter,411,YCZ4B8_15_m.S.00223.overlaps
10_YCZ4B8_15,NC_014532.2,667495,669574,-,666690,667610,-,DMT family transporter,115,YCZ4B8_15_m.S.00223.overlaps
10_YCZ4B8_15,NC_014532.2,667495,669574,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_15_m.S.00223.overlaps
10_YCZ4B8_15,NC_014532.2,667495,669574,-,669563,671095,-,choline-sulfatase,12,YCZ4B8_15_m.S.00223.overlaps
8_YCZ4B8_15,NC_014532.2,667516,668337,-,666690,667610,-,DMT family transporter,94,YCZ4B8_15_m.S.00223.overlaps
8_YCZ4B8_15,NC_014532.2,667516,668337,-,667718,669367,-,BCCT family transporter,620,YCZ4B8_15_m.S.00223.overlaps
4_YCZ4B8_15,NC_014532.2,668164,669529,-,667718,669367,-,BCCT family transporter,1203,YCZ4B8_15_m.S.00223.overlaps
8_YCZ4B8_15,NC_014532.2,668383,669574,-,667718,669367,-,BCCT family transporter,984,YCZ4B8_15_m.S.00223.overlaps
8_YCZ4B8_15,NC_014532.2,668383,669574,-,669563,671095,-,choline-sulfatase,12,YCZ4B8_15_m.S.00223.overlaps
1_YCZ4B8_15,NC_014532.2,668927,669438,+,667718,669367,-,BCCT family transporter,440,YCZ4B8_15_m.S.00223.overlaps
3_YCZ4B8_18,NC_014532.2,667495,669574,+,666690,667610,-,DMT family transporter,115,YCZ4B8_18_m.S.00235.overlaps
3_YCZ4B8_18,NC_014532.2,667495,669574,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_18_m.S.00235.overlaps
3_YCZ4B8_18,NC_014532.2,667495,669574,+,669563,671095,-,choline-sulfatase,12,YCZ4B8_18_m.S.00235.overlaps
7_YCZ4B8_18,NC_014532.2,667495,669574,+,666690,667610,-,DMT family transporter,115,YCZ4B8_18_m.S.00235.overlaps
7_YCZ4B8_18,NC_014532.2,667495,669574,+,667718,669367,-,BCCT family transporter,1650,YCZ4B8_18_m.S.00235.overlaps
7_YCZ4B8_18,NC_014532.2,667495,669574,+,669563,671095,-,choline-sulfatase,12,YCZ4B8_18_m.S.00235.overlaps
4_YCZ4B8_18,NC_014532.2,667495,668699,-,666690,667610,-,DMT family transporter,115,YCZ4B8_18_m.S.00235.overlaps
4_YCZ4B8_18,NC_014532.2,667495,668699,-,667718,669367,-,BCCT family transporter,982,YCZ4B8_18_m.S.00235.overlaps
9_YCZ4B8_18,NC_014532.2,667495,668544,-,666690,667610,-,DMT family transporter,115,YCZ4B8_18_m.S.00235.overlaps
9_YCZ4B8_18,NC_014532.2,667495,668544,-,667718,669367,-,BCCT family transporter,827,YCZ4B8_18_m.S.00235.overlaps
0_YCZ4B8_18,NC_014532.2,667499,667763,-,666690,667610,-,DMT family transporter,111,YCZ4B8_18_m.S.00235.overlaps
0_YCZ4B8_18,NC_014532.2,667499,667763,-,667718,669367,-,BCCT family transporter,46,YCZ4B8_18_m.S.00235.overlaps
2_YCZ4B8_18,NC_014532.2,667643,669568,-,667718,669367,-,BCCT family transporter,1650,YCZ4B8_18_m.S.00235.overlaps
2_YCZ4B8_18,NC_014532.2,667643,669568,-,669563,671095,-,choline-sulfatase,6,YCZ4B8_18_m.S.00235.overlaps
0_YCZ4B8_18,NC_014532.2,667803,669554,-,667718,669367,-,BCCT family transporter,1564,YCZ4B8_18_m.S.00235.overlaps
9_YCZ4B8_18,NC_014532.2,668567,669574,-,667718,669367,-,BCCT family transporter,800,YCZ4B8_18_m.S.00235.overlaps
9_YCZ4B8_18,NC_014532.2,668567,669574,-,669563,671095,-,choline-sulfatase,12,YCZ4B8_18_m.S.00235.overlaps
4_YCZ4B8_18,NC_014532.2,669189,669554,-,667718,669367,-,BCCT family transporter,178,YCZ4B8_18_m.S.00235.overlaps
